Magnitude,Depth,destruction,Victim's reaction,Intensity
6.9,10.0,2,3,4
6.6,24.0,6,7,8
6.7,27.4,4,5,6
6.4,33.0,9,10,11
6.6,39.0,4,5,6
7.8,20.0,10,11,12
6.6,13.23,3,4,5
6.9,10.0,1,2,3
7.6,10.0,5,6,7
5.7,10.0,6,7,8
4.4,43.0,4,5,6
6.5,15.0,7,8,9
6.5,16.0,4,5,6
5.3,0.0,2,3,4
6.5,11.0,5,6,7
6.8,33.0,5,6,7
6.6,31.0,3,4,5
4.4,16.0,5,6,7
6.5,5.0,5,6,7
5.6,13.0,4,5,6
9.5,25.0,10,11,12
7.5,11.0,2,3,4
7.1,14.0,7,8,9
7.8,30.0,5,6,7
6.6,22.0,5,6,7
7.6,578.0,1,2,3
5.4,35.0,7,8,9
7.8,35.0,9,10,11
7.9,20.0,9,10,11
6.6,10.0,2,3,4
7.5,20.0,6,7,8
7.2,20.0,8,9,10
6.7,24.0,4,5,6
6.7,11.0,2,3,4
7.8,15.0,8,9,10
5.5,9.0,6,7,8
5.2,23.0,3,4,5
7.2,16.0,8,9,10
7.0,31.0,4,5,6
7.8,40.5,6,7,8
7.4,33.0,8,9,10
6.3,21.0,6,7,8
6.7,12.0,2,3,4
7.6,20.0,7,8,9
6.1,66.0,4,5,6
7.2,10.0,4,5,6
8.0,35.0,9,10,11
6.7,38.182,7,8,9
6.5,13.0,4,5,6
7.7,133.0,8,9,10
6.5,20.0,4,5,6
6.8,20.0,4,5,6
6.7,15.0,7,8,9
7.9,94.54,5,6,7
6.5,119.0,3,4,5
7.5,30.0,6,7,8
6.1,88.0,3,4,5
6.6,33.0,6,7,8
7.0,100.0,5,6,7
6.5,16.0,4,5,6
6.5,5.0,5,6,7
7.2,25.0,5,6,7
6.9,10.0,7,8,9
6.3,30.0,5,6,7
8.1,22.79,5,6,7
7.4,24.0,5,6,7
7.3,20.0,6,7,8
7.8,25.0,5,6,7
7.6,26.0,7,8,9
6.5,622.73,0,1,2
6.9,20.0,4,5,6
7.0,40.0,6,7,8
6.0,9.0,3,4,5
6.9,29.0,2,3,4
6.9,25.0,3,4,5
6.9,11.19,2,3,4
7.0,33.0,5,6,7
7.6,35.0,8,9,10
4.5,15.0,5,6,7
7.2,10.0,7,8,9
7.6,24.0,5,6,7
6.9,6.0,7,8,9
6.7,12.0,2,3,4
7.2,177.0,5,6,7
7.1,35.0,2,3,4
6.6,67.2,4,5,6
6.8,540.0,1,2,3
6.7,34.0,3,4,5
6.5,36.0,4,5,6
6.7,27.4,4,5,6
7.8,30.0,5,6,7
7.6,10.0,4,5,6
5.7,58.0,4,5,6
6.8,33.0,5,6,7
5.6,10.0,5,6,7
7.3,41.0,6,7,8
6.4,5.0,7,8,9
4.7,5.0,3,4,5
6.5,112.0,3,4,5
6.3,10.0,8,9,10
6.6,10.0,7,8,9
7.1,292.0,2,3,4
5.6,15.0,6,7,8
6.5,103.0,7,8,9
6.5,10.0,5,6,7
6.7,22.0,5,6,7
6.2,5.0,4,5,6
7.0,29.0,5,6,7
6.8,24.9,4,5,6
5.0,6.0,6,7,8
9.0,21.6,9,10,11
6.5,14.0,3,4,5
7.7,196.0,3,4,5
7.5,20.0,8,9,10
7.4,26.0,7,8,9
7.3,20.0,6,7,8
6.1,37.0,4,5,6
6.8,13.0,3,4,5
8.0,122.57,6,7,8
6.7,10.0,5,6,7
7.7,60.0,6,7,8
7.7,60.0,6,7,8
6.9,53.0,5,6,7
6.5,7.0,8,9,10
6.6,33.0,4,5,6
7.4,30.0,7,8,9
7.8,664.0,1,2,3
6.6,30.0,4,5,6
7.5,43.37,4,5,6
7.1,103.0,5,6,7
6.8,540.0,1,2,3
7.5,60.0,9,10,11
7.9,670.81,2,3,4
7.3,46.0,4,5,6
7.9,4.2,7,8,9
4.8,5.0,2,3,4
7.3,19.0,5,6,7
6.7,15.0,9,10,11
6.5,15.0,6,7,8
7.9,24.0,4,5,6
6.7,10.0,5,6,7
9.2,25.0,9,10,11
6.0,5.0,8,9,10
7.1,33.0,4,5,6
6.6,91.1,3,4,5
6.0,34.0,7,8,9
6.6,165.0,2,3,4
7.0,150.0,6,7,8
8.0,30.0,6,7,8
6.1,15.0,7,8,9
7.0,10.0,2,3,4
6.5,29.0,4,5,6
7.2,112.0,5,6,7
6.8,12.0,7,8,9
7.2,22.0,5,6,7
5.6,15.0,6,7,8
6.5,10.0,7,8,9
7.4,156.0,5,6,7
6.8,14.0,3,4,5
6.9,28.0,4,5,6
6.6,14.0,4,5,6
6.6,33.0,4,5,6
6.8,38.0,4,5,6
7.6,105.0,3,4,5
6.5,101.0,5,6,7
7.3,165.49,5,6,7
6.7,10.0,3,4,5
8.4,34.0,4,5,6
6.0,15.0,8,9,10
6.5,37.0,1,2,3
4.7,24.0,5,6,7
7.0,19.0,4,5,6
7.8,20.0,10,11,12
6.8,19.7,4,5,6
7.2,24.0,5,6,7
5.4,35.0,7,8,9
7.1,15.462,5,6,7
7.4,26.0,7,8,9
7.6,24.0,5,6,7
5.8,10.0,8,9,10
7.1,10.0,3,4,5
6.6,10.0,4,5,6
6.3,10.0,6,6,8
6.8,144.3,3,4,5
7.6,10.0,5,6,7
6.5,24.07,5,6,7
6.8,219.96,2,3,4
9.5,25.0,10,11,12
6.8,34.0,4,5,6
6.9,33.3,2,3,4
8.2,47.4,7,8,9
6.6,13.0,3,4,5
6.7,18.0,4,5,6
6.1,60.0,6,7,8
6.8,33.0,3,4,5
5.5,33.0,4,5,6
7.7,60.0,6,7,8
6.6,107.0,4,5,6
4.9,22.0,6,7,8
5.9,16.0,6,7,8
7.1,10.0,7,8,9
6.5,42.9,4,5,6
6.8,38.0,4,5,6
6.9,596.4,1,2,3
6.3,12.0,7,8,9
7.2,42.6,4,5,6
6.9,535.0,1,2,3
7.0,552.06,4,5,6
8.3,40.0,9,10,11
6.1,10.0,5,6,7
6.7,10.0,7,8,9
6.5,10.0,6,7,8
7.9,94.5,5,6,7
6.5,9.0,5,6,7
5.8,45.0,4,5,6
6.9,7.8,6,7,8
7.3,212.0,4,5,6
6.8,219.96,2,3,4
7.1,206.7,3,4,5
5.8,16.0,6,7,8
6.5,21.0,4,5,6
6.8,13.7,4,5,6
7.2,33.0,4,5,6
5.1,15.0,4,5,6
5.2,23.0,3,4,5
6.6,18.0,4,5,6
5.4,10.0,5,6,7
6.6,533.76,0,1,2
8.3,598.1,3,4,5
6.5,21.0,3,4,5
6.6,212.0,2,3,4
6.6,10.0,5,6,7
8.0,33.0,5,6,7
7.7,33.0,7,8,9
6.7,10.0,5,6,7
8.5,30.0,9,10,11
6.0,33.0,6,7,8
7.6,38.0,6,7,8
6.6,165.0,2,3,4
7.5,43.37,4,5,6
6.9,26.0,2,3,4
5.5,70.0,8,9,10
6.5,10.0,5,6,7
7.7,10.0,2,3,4
8.5,30.0,8,9,10
5.3,10.0,5,6,7
6.6,15.0,6,7,8
6.9,24.0,5,6,7
7.1,28.4,4,5,6
6.5,5.0,5,6,7
6.5,10.0,4,5,6
8.8,22.9,7,8,9
6.5,529.0,1,2,3
6.8,10.0,5,6,7
6.6,13.0,7,8,9
6.8,24.0,6,7,8
5.9,16.0,6,7,8
6.6,18.0,5,6,7
7.6,10.0,7,8,9
7.6,20.0,7,8,9
5.3,15.0,3,4,5
6.1,33.0,6,7,8
6.6,34.0,4,5,6
5.5,33.0,8,9,10
6.5,28.737,5,6,7
6.8,476.0,1,2,3
6.6,4.2,5,6,7
7.0,11.0,7,8,9
6.6,18.0,5,6,7
6.2,13.0,8,9,10
8.3,20.0,8,9,10
4.8,10.0,3,4,5
6.9,20.0,3,4,5
6.5,28.0,4,5,6
7.5,18.0,4,5,6
8.5,35.0,7,8,9
6.8,144.3,3,4,5
7.6,15.0,7,8,9
5.8,10.0,5,6,7
7.9,50.0,8,9,10
4.6,33.0,3,4,5
6.7,40.8,2,3,4
6.3,10.0,6,6,8
6.8,5.0,8,9,10
7.0,34.0,4,5,6
7.3,33.0,8,9,10
6.4,27.0,6,7,8
6.7,66.0,4,5,6
5.3,18.0,6,7,8
6.6,131.8,4,5,6
6.5,10.0,5,6,7
9.2,25.0,9,10,11
6.8,11.0,2,3,4
6.5,21.0,4,5,6
7.0,115.0,5,6,7
6.4,15.0,8,9,10
6.8,26.0,4,5,6
5.7,10.0,7,8,9
7.5,24.0,6,7,8
6.8,610.671,1,2,3
6.2,33.0,6,7,8
7.3,25.0,5,6,7
7.6,26.943,6,7,8
7.4,33.0,5,6,7
7.2,217.0,5,6,7
7.1,12.0,2,3,4
6.6,22.0,3,4,5
6.6,25.0,4,5,6
7.5,55.0,6,7,8
6.7,40.8,2,3,4
6.9,6.0,7,8,9
6.5,110.0,3,4,5
7.0,48.0,5,6,7
6.6,10.0,2,3,4
7.1,32.8,4,5,6
7.7,30.0,8,9,10
6.5,10.0,5,6,7
6.7,10.0,3,4,5
7.8,15.0,8,9,10
7.8,14.0,5,6,7
6.4,21.0,3,4,5
6.8,15.0,4,5,6
6.5,83.0,4,5,6
5.6,24.0,6,7,8
7.1,39.0,7,8,9
6.6,53.0,3,4,5
5.1,11.0,5,6,7
8.1,22.79,5,6,7
7.9,33.0,4,5,6
6.5,20.0,4,5,6
6.9,624.0,1,2,3
5.8,6.0,5,6,7
6.9,9.97,3,4,5
6.9,145.0,3,4,5
7.8,14.0,5,6,7
7.2,91.0,4,5,6
7.6,90.0,5,6,7
5.9,10.0,7,8,9
6.2,5.0,4,5,6
6.8,20.0,5,6,7
6.8,33.0,6,7,8
6.8,36.0,4,5,6
7.0,46.0,5,6,7
6.7,14.0,7,8,9
7.8,664.0,1,2,3
7.7,17.0,6,7,8
6.7,71.9,3,4,5
7.4,20.0,6,7,8
6.4,21.0,3,4,5
7.9,109.0,6,7,8
6.8,39.0,3,4,5
7.1,9.0,7,8,9
7.0,44.0,5,6,7
5.7,54.0,7,8,9
7.6,22.56,5,6,7
5.6,12.0,6,7,8
6.8,22.0,2,3,4
6.5,20.0,2,3,4
7.5,100.0,7,8,9
7.5,85.3,7,8,9
7.1,525.0,1,2,3
5.3,15.0,5,6,7
6.3,79.0,5,6,7
7.8,33.0,8,9,10
6.8,11.0,0,1,2
6.9,5.0,7,8,9
6.7,12.0,5,6,7
5.3,11.0,5,6,7
7.6,73.0,4,5,6
6.6,19.0,3,4,5
7.1,34.0,4,5,6
7.6,620.56,2,3,4
7.4,30.0,8,9,10
7.3,35.0,5,6,7
6.8,10.0,3,4,5
6.8,122.9,4,5,6
6.6,85.0,6,7,8
6.6,22.0,5,6,7
6.0,32.0,6,7,8
7.0,20.0,6,7,8
6.5,34.0,4,5,6
6.5,460.0,2,3,4
7.1,35.0,4,5,6
8.6,15.0,9,10,11
7.3,10.0,8,9,10
6.0,15.0,7,8,9
7.0,80.0,3,4,5
7.1,18.0,8,9,10
7.5,30.0,6,7,8
5.5,70.0,8,9,10
4.4,35.0,5,6,7
6.9,130.0,4,5,6
6.9,188.6,3,4,5
6.9,29.0,5,6,7
7.5,100.0,7,8,9
6.6,10.0,2,3,4
6.7,19.9,5,6,7
6.6,43.21,2,3,4
8.4,15.0,9,10,11
6.4,20.0,4,5,6
8.1,33.0,9,10,11
6.1,9.0,4,5,6
6.6,15.0,6,7,8
6.8,65.0,7,8,9
7.0,114.1,5,6,7
6.7,12.0,3,4,5
5.8,10.0,8,9,10
6.3,19.0,6,7,8
6.6,33.0,5,6,7
6.0,83.0,6,7,8
6.7,461.0,1,2,3
6.5,103.0,7,8,9
6.7,17.4,4,5,6
8.2,25.0,6,7,8
7.2,36.0,5,6,7
5.6,21.0,4,5,6
6.6,35.0,5,6,7
6.6,16.0,2,3,4
5.5,27.0,4,5,6
6.2,6.0,4,5,6
6.8,13.0,2,3,4
8.2,47.39,5,6,7
6.6,19.0,8,9,10
7.5,55.0,5,6,7
6.5,10.0,3,4,5
6.8,19.7,4,5,6
7.1,10.0,8,9,10
7.5,41.0,4,5,6
5.3,33.0,5,6,7
6.6,18.0,5,6,7
5.4,10.0,2,3,4
6.5,59.0,5,6,7
6.9,405.69,1,2,3
7.1,15.0,7,8,9
7.0,33.0,4,5,6
7.0,33.0,4,5,6
6.6,33.0,5,6,7
6.5,20.0,3,4,5
6.9,9.0,4,5,6
7.4,156.0,5,6,7
7.6,10.0,5,6,7
6.1,10.0,5,6,7
6.7,12.0,2,3,4
5.9,15.0,6,7,8
8.0,35.0,9,10,11
7.0,38.0,6,7,8
6.6,135.0,3,4,5
8.5,30.0,8,9,10
5.0,11.0,4,5,6
6.6,20.0,4,5,6
6.6,22.0,5,6,7
7.1,10.0,6,7,8
6.5,2.7,6,7,8
6.0,30.0,4,5,6
6.9,43.0,4,5,6
7.6,13.0,5,6,7
6.1,9.0,4,5,6
6.7,46.0,4,5,6
6.5,14.0,7,8,9
7.1,10.0,4,5,6
7.1,10.0,5,6,7
6.9,27.0,6,7,8
7.5,35.0,8,9,10
6.0,63.0,6,7,8
9.1,30.0,6,7,8
6.8,58.0,3,4,5
6.2,35.0,7,8,9
7.4,30.0,5,6,7
7.5,35.0,3,4,5
6.6,9.0,6,7,8
7.2,10.0,6,7,8
6.5,402.0,1,2,3
7.5,47.23,4,5,6
6.0,6.0,5,6,7
7.7,60.0,6,7,8
6.5,25.0,2,3,4
6.6,21.0,4,5,6
4.0,3.0,5,6,7
6.7,24.0,2,3,4
6.6,10.0,8,9,10
7.9,50.0,8,9,10
5.6,10.0,5,6,7
8.8,20.0,7,8,9
6.5,33.0,4,5,6
6.8,12.0,3,4,5
5.9,10.0,5,6,7
8.2,60.0,9,10,11
7.7,48.0,6,7,8
7.5,126.0,6,7,8
6.5,16.7,5,6,7
8.2,46.0,7,8,9
6.0,18.0,1,2,3
7.8,33.0,5,6,7
6.7,9.0,2,3,4
6.6,591.0,1,2,3
6.1,60.0,6,7,8
4.6,10.0,4,5,6
6.5,10.0,5,6,7
6.7,91.0,4,5,6
6.7,24.0,4,5,6
6.6,16.0,4,5,6
6.7,46.0,4,5,6
7.2,70.0,7,8,9
7.0,68.0,5,6,7
7.1,201.7,3,4,5
6.9,405.69,1,2,3
6.5,125.1,3,4,5
6.6,212.0,2,3,4
7.3,35.0,5,6,7
5.7,7.0,8,9,10
6.5,9.0,6,7,8
6.4,10.0,7,8,9
5.2,10.0,5,6,7
7.6,19.0,5,6,7
7.1,23.0,3,4,5
6.1,190.0,3,4,5
7.3,146.82,4,5,6
7.8,8.22,7,8,9
8.6,30.0,6,7,8
7.8,8.22,7,8,9
8.2,33.0,7,8,9
6.5,22.0,4,5,6
7.8,40.0,6,7,8
7.1,146.0,4,5,6
5.9,15.0,5,6,7
6.9,7.8,6,7,8
5.8,36.0,6,7,8
6.3,79.0,5,6,7
5.6,25.0,5,6,7
7.5,80.0,8,9,10
7.8,15.0,6,7,8
6.7,130.0,3,4,5
5.2,27.0,4,5,6
8.4,25.0,8,9,10
5.2,49.0,5,6,7
6.8,38.0,4,5,6
6.9,20.0,3,4,5
6.8,21.0,5,6,7
7.1,19.0,7,8,9
7.5,10.0,2,3,4
7.0,10.0,7,8,9
6.7,49.2,4,5,6
6.3,22.0,6,7,8
7.7,25.0,4,5,6
5.5,8.0,4,5,6
5.5,30.0,6,7,8
6.6,35.0,7,8,9
6.7,23.0,4,5,6
7.5,33.0,4,5,6
7.5,23.0,9,10,11
7.5,160.0,4,5,6
7.1,86.0,5,6,7
7.7,196.0,4,5,6
7.8,30.0,5,6,7
8.0,24.0,5,6,7
6.9,24.0,5,6,7
9.1,29.0,7,8,9
6.6,134.7,3,4,5
7.3,10.0,2,3,4
6.8,18.0,5,6,7
7.1,48.0,6,7,8
6.5,192.955,2,3,4
6.9,30.0,5,6,7
5.4,4.0,5,6,7
6.0,29.0,3,4,5
6.5,12.26,3,4,5
6.6,17.0,5,6,7
6.5,11.0,7,8,9
8.6,30.0,6,7,8
7.2,25.0,8,9,10
6.5,187.0,5,6,7
6.7,21.0,4,5,6
5.9,9.0,6,7,8
9.1,29.0,6,7,8
6.5,27.0,5,6,7
5.0,6.0,5,6,7
6.5,33.0,4,5,6
7.8,21.0,7,8,9
7.6,620.56,2,3,4
6.5,33.0,4,5,6
6.7,10.0,7,8,9
7.0,24.0,5,6,7
7.7,20.0,3,4,5
7.0,150.0,6,7,8
6.7,15.0,7,8,9
6.6,13.0,5,6,7
7.0,579.0,1,2,3
5.8,10.0,5,6,7
6.8,13.0,3,4,5
7.8,15.0,8,9,10
7.1,10.0,3,4,5
7.0,8.8,4,5,6
7.3,24.0,3,4,5
8.3,60.0,8,9,10
7.3,595.0,2,3,4
6.8,21.0,3,4,5
7.1,138.0,5,6,7
7.0,267.0,2,3,4
7.5,15.0,8,9,10
7.7,17.0,6,7,8
6.7,200.7,2,3,4
6.0,12.0,5,6,7
6.3,20.0,8,9,10
7.0,31.0,4,5,6
6.4,29.0,3,4,5
6.5,220.0,2,3,4
7.3,26.3,5,6,7
6.8,10.0,3,4,5
7.7,5.0,8,9,10
6.3,12.0,4,5,6
7.4,173.7,4,5,6
6.5,10.0,3,4,5
6.7,46.0,4,5,6
7.6,50.0,4,5,6
7.5,35.0,3,4,5
5.0,10.0,5,6,7
6.5,119.0,3,4,5
7.3,33.0,4,5,6
7.0,33.0,4,5,6
7.0,110.2,5,6,7
7.5,40.0,3,4,5
7.0,39.0,5,6,7
6.8,22.0,2,3,4
7.7,14.86,4,5,6
6.7,11.0,4,5,6
6.7,64.0,3,4,5
6.6,10.0,3,4,5
6.7,10.0,6,7,8
6.2,30.0,6,7,8
5.4,30.0,4,5,6
6.4,15.0,4,5,6
5.7,17.0,6,7,8
7.5,24.0,4,5,6
7.7,25.0,4,5,6
7.5,35.0,3,4,5
8.4,33.0,6,7,8
7.2,78.0,4,5,6
6.5,17.0,2,3,4
8.2,600.0,2,3,4
6.9,8.0,3,4,5
7.8,33.0,5,6,7
6.9,145.0,3,4,5
6.5,9.0,5,6,7
6.6,7.0,5,6,7
6.3,10.0,7,8,9
4.7,18.0,4,5,6
6.0,26.0,6,7,8
6.5,10.0,7,8,9
6.5,37.0,4,5,6
6.6,28.0,6,7,8
6.7,22.0,5,6,7
6.7,30.1,5,6,7
6.5,33.0,4,5,6
8.0,35.0,5,6,7
7.7,80.0,6,7,8
6.9,11.0,5,6,7
7.6,15.0,7,8,9
7.1,35.0,2,3,4
6.8,13.7,4,5,6
6.7,10.0,2,3,4
6.0,12.0,6,7,8
6.9,20.0,3,4,5
6.0,18.0,1,2,3
4.5,27.0,5,6,7
7.8,35.0,4,5,6
6.7,30.1,5,6,7
6.6,10.0,2,3,4
7.5,33.0,8,9,10
8.3,26.0,6,7,8
6.9,12.0,4,5,6
7.9,33.0,6,7,8
6.3,15.0,5,6,7
6.8,122.9,4,5,6
6.0,33.0,5,6,7
6.6,8.45,2,3,4
6.5,176.0,2,3,4
5.3,10.0,5,6,7
6.2,30.0,6,7,8
6.7,10.0,2,3,4
8.1,13.0,7,8,9
7.0,11.0,7,8,9
7.8,40.0,5,6,7
6.6,10.0,7,8,9
6.8,50.0,7,8,9
7.6,116.0,6,7,8
7.6,22.0,6,7,8
5.2,32.0,0,1,2
7.1,21.43,3,4,5
7.0,22.0,5,6,7
6.9,30.0,7,8,9
7.7,10.0,5,6,7
7.5,33.0,3,4,5
6.6,33.0,6,7,8
6.8,11.6,7,8,9
6.8,18.0,5,6,7
6.2,17.0,5,6,7
6.4,5.0,3,4,5
4.3,10.0,6,7,8
6.0,15.0,8,9,10
6.2,10.0,1,2,3
6.5,10.0,3,4,5
8.2,30.0,7,8,9
6.0,6.0,5,6,7
6.9,20.0,3,4,5
6.5,6.8,2,3,4
7.8,34.0,6,7,8
6.9,25.0,2,3,4
7.9,14.0,7,8,9
6.9,10.0,1,2,3
6.8,630.379,1,2,3
8.0,35.0,5,6,7
4.8,10.0,4,5,6
7.7,196.0,4,5,6
6.4,20.0,4,5,6
6.6,212.0,4,5,6
5.8,6.0,4,5,6
6.5,20.0,3,4,5
6.5,2.7,6,7,8
5.4,10.0,2,3,4
4.8,12.0,1,2,3
6.7,18.0,3,4,5
7.2,10.0,5,6,7
5.2,11.0,5,6,7
6.6,15.0,5,6,7
6.4,14.0,5,6,7
7.1,28.0,4,5,6
7.1,15.0,7,8,9
5.0,5.0,6,7,8
6.6,14.0,6,7,8
5.6,21.0,4,5,6
6.6,40.0,4,5,6
7.3,527.0,2,3,4
6.3,14.0,3,4,5
5.7,54.0,7,8,9
6.3,14.0,7,8,9
7.2,24.0,6,7,8
6.9,12.0,4,5,6
6.4,10.0,6,7,8
6.7,20.49,5,6,7
7.0,25.0,7,8,9
4.7,24.0,5,6,7
7.1,40.7,5,6,7
7.7,33.0,7,8,9
6.5,10.0,3,4,5
8.1,28.93,6,7,8
6.2,15.0,6,7,8
6.8,34.0,4,5,6
7.3,13.0,8,9,10
6.7,130.0,3,4,5
7.6,620.56,2,3,4
7.3,11.0,4,5,6
6.5,9.0,5,6,7
7.0,35.0,4,5,6
6.7,26.59,3,4,5
8.7,30.0,6,7,8
6.5,41.0,4,5,6
6.6,9.0,5,6,7
7.1,49.0,7,8,9
7.2,10.0,6,7,8
6.8,22.0,5,6,7
7.6,40.0,8,9,10
8.0,35.0,6,7,8
4.6,51.0,4,5,6
7.7,9.0,7,8,9
6.8,10.0,4,5,6
6.6,33.0,6,7,8
6.6,22.8,4,5,6
6.5,33.93,4,5,6
4.5,10.0,2,3,4
6.1,20.0,6,7,8
8.0,30.5,5,6,7
7.5,50.0,6,7,8
7.3,8.0,6,7,8
7.8,20.0,10,11,12
6.9,535.0,1,2,3
7.9,33.0,3,4,5
7.8,8.22,7,8,9
6.5,20.0,2,3,4
8.2,46.0,7,8,9
6.5,83.0,4,5,6
7.3,19.0,7,8,9
6.7,22.0,5,6,7
7.3,25.0,5,6,7
6.2,25.0,9,10,11
7.3,385.5,2,3,4
6.6,18.0,4,5,6
6.0,10.0,5,6,7
7.1,434.0,4,5,6
7.0,10.0,7,8,9
7.3,16.0,3,4,5
6.7,33.0,4,5,6
5.4,15.0,4,5,6
5.0,10.0,3,4,5
7.5,30.0,7,8,9
5.5,16.0,6,7,8
6.5,10.0,6,7,8
7.5,55.0,6,7,8
6.7,22.0,2,3,4
6.8,39.0,3,4,5
6.2,34.0,8,9,10
7.6,60.0,7,8,9
6.5,10.0,2,3,4
6.4,15.0,5,6,7
6.9,5.81,6,7,8
8.0,30.0,6,7,8
6.8,33.0,5,6,7
6.4,21.0,4,5,6
6.5,10.0,5,6,7
6.7,24.0,4,5,6
7.2,22.0,2,3,4
8.0,33.0,4,5,6
5.1,17.0,5,6,7
6.0,73.0,4,5,6
6.8,20.0,5,6,7
7.5,100.0,7,8,9
4.3,10.0,6,7,8
7.2,22.0,5,6,7
7.1,125.6,5,6,7
6.8,169.0,3,4,5
6.5,10.0,3,4,5
6.7,43.0,2,3,4
6.5,14.0,7,8,9
7.5,30.0,5,6,7
7.6,22.0,6,7,8
7.3,170.0,4,5,6
7.8,31.0,5,6,7
5.7,10.0,6,7,8
6.6,15.0,6,7,8
6.0,8.0,6,7,8
7.0,20.0,6,7,8
6.9,174.8,3,4,5
5.1,10.0,6,7,8
5.1,10.0,6,7,8
6.5,59.9,3,4,5
7.4,156.0,5,6,7
6.9,10.0,5,6,7
6.8,38.0,4,5,6
6.8,32.0,6,7,8
7.8,40.5,6,7,8
8.2,10.0,5,6,7
6.8,198.7,3,4,5
7.1,33.0,6,7,8
6.9,11.19,2,3,4
6.6,10.0,7,8,9
7.0,39.0,4,5,6
7.3,8.0,6,7,8
7.3,18.0,8,9,10
8.1,23.0,7,8,9
6.8,630.379,1,2,3
7.5,40.0,8,9,10
6.9,33.0,1,2,3
6.6,35.0,2,3,4
7.7,60.0,6,7,8
6.7,23.4,4,5,6
6.0,41.0,6,7,8
6.5,2.0,7,8,9
6.9,10.0,2,3,4
7.1,9.0,7,8,9
8.2,47.39,5,6,7
7.5,231.0,5,6,7
7.1,50.0,6,7,8
7.8,15.0,6,7,8
7.7,33.0,4,5,6
7.6,35.0,5,6,7
6.6,24.0,6,7,8
6.9,33.3,2,3,4
7.4,23.0,5,6,7
6.8,5.0,8,9,10
6.7,46.0,4,5,6
6.5,42.9,4,5,6
6.7,12.0,3,4,5
6.7,12.0,3,4,5
7.0,130.0,5,6,7
5.4,10.0,6,7,8
6.5,83.0,4,5,6
6.8,50.4,4,5,6
9.3,10.0,7,8,9
7.3,33.0,5,6,7
6.8,96.0,4,5,6
7.6,26.943,6,7,8
7.2,18.98,5,6,7
6.8,10.0,4,5,6
6.0,58.0,4,5,6
8.2,32.0,6,7,8
6.5,20.0,4,5,6
7.7,60.0,6,7,8
7.7,60.0,6,7,8
6.9,21.0,3,4,5
6.9,115.0,2,3,4
6.7,24.0,3,4,5
6.7,66.0,4,5,6
8.3,100.0,7,8,9
6.7,34.0,3,4,5
6.1,20.0,6,7,8
5.4,10.0,2,3,4
7.1,10.0,5,6,7
7.3,627.17,1,2,3
6.4,15.0,6,7,8
7.5,20.0,6,7,8
6.4,10.0,6,7,8
6.8,10.0,5,6,7
5.3,33.0,5,6,7
7.0,70.0,6,7,8
7.5,50.0,3,4,5
6.5,16.7,5,6,7
4.4,16.0,5,6,7
7.1,133.0,3,4,5
7.1,10.0,8,9,10
7.2,9.987,7,8,9
5.9,13.0,7,8,9
8.4,33.0,6,7,8
7.3,150.0,8,9,10
6.9,21.0,3,4,5
6.0,5.0,4,5,6
6.6,16.0,6,7,8
6.0,15.0,5,6,7
7.8,33.0,5,6,7
6.8,18.0,5,6,7
6.6,13.0,3,4,5
8.0,27.9,7,8,9
8.0,100.0,5,6,7
7.3,10.0,8,9,10
7.7,44.0,5,6,7
7.0,46.0,5,6,7
7.0,8.8,4,5,6
6.9,43.0,4,5,6
6.5,24.0,4,5,6
6.7,22.0,2,3,4
7.3,19.0,5,6,7
7.5,18.0,5,6,7
8.1,28.0,7,8,9
6.8,44.0,4,5,6
5.6,26.0,6,7,8
6.7,23.0,4,5,6
6.6,43.21,2,3,4
6.5,224.6,3,4,5
5.0,54.0,5,6,7
7.7,10.0,2,3,4
6.1,27.0,5,6,7
4.9,7.0,4,5,6
6.1,88.0,3,4,5
6.6,33.0,4,5,6
6.7,27.4,4,5,6
5.8,6.0,7,8,9
7.2,10.0,6,7,8
7.6,40.0,8,9,10
7.0,12.0,6,7,8
8.1,22.79,5,6,7
4.6,5.0,3,4,5
7.3,62.0,4,5,6
6.5,20.0,5,6,7
7.3,33.0,5,6,7
7.8,20.0,10,11,12
6.5,10.0,5,6,7
6.3,12.0,7,8,9
7.7,60.0,6,7,8
6.9,51.6,4,5,6
7.0,552.06,4,5,6
6.5,10.0,2,3,4
6.7,27.4,4,5,6
6.7,15.0,9,10,11
7.0,115.0,5,6,7
7.8,33.0,7,8,9
6.5,33.0,8,9,10
5.0,5.0,6,7,8
7.6,11.0,8,9,10
6.7,24.0,2,3,4
6.7,12.0,3,4,5
6.4,126.0,3,4,5
7.7,18.6,2,3,4
8.4,30.0,5,6,7
7.3,25.0,5,6,7
6.3,33.0,8,9,10
6.7,130.0,3,4,5
7.8,8.0,6,7,8
7.4,29.0,4,5,6
6.5,10.0,4,5,6
6.5,576.0,0,1,1
7.3,33.0,4,5,6
6.7,35.0,4,5,6
6.4,15.0,6,7,8
6.6,21.0,4,5,6
8.3,33.0,7,8,9
7.7,33.0,8,9,10
6.8,22.0,5,6,7
6.9,10.0,5,6,7
6.7,11.0,4,5,6
7.8,15.0,7,8,9
6.8,21.0,3,4,5
9.1,30.0,7,8,9
6.9,624.0,1,2,3
6.5,33.0,4,5,6
8.1,24.0,6,7,8
6.9,9.97,3,4,5
6.7,21.0,4,5,6
6.5,16.0,2,3,4
6.5,224.6,3,4,5
6.6,118.0,4,5,6
